Driver,Team,Avg_Lap_Time,Max_Speed,Pit_Stops,Stint_Count,Avg_Tyre_Life,Constructor,Grid,Finish_Position,Status,Points,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Season,Race,DNF,Top10,Grid_Finish_Delta
ALO,McLaren,0 days 00:01:25.190739130,255.0,1.0,2.0,17.735294117647058,McLaren,11.0,8.0,+1 Lap,4.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,1,3.0
BOT,Mercedes,0 days 00:01:24.091814285,257.0,1.0,2.0,23.840579710144926,Mercedes,2.0,5.0,Finished,10.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,0,1,-3.0
ERI,Sauber,0 days 00:01:26.437132352,256.0,1.0,2.0,29.37313432835821,Sauber,14.0,15.0,+2 Laps,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,-1.0
GAS,Toro Rosso,0 days 00:01:24.424285714,253.0,1.0,2.0,17.92753623188406,Toro Rosso,6.0,6.0,Finished,8.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,0,1,0.0
GRO,Haas F1 Team,0 days 00:01:25.377463768,257.0,1.0,2.0,18.029411764705884,Haas F1 Team,10.0,10.0,+1 Lap,1.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,1,0.0
HAM,Mercedes,0 days 00:01:23.377528571,256.0,1.0,2.0,19.279411764705884,Mercedes,1.0,1.0,Finished,25.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,0,1,0.0
HAR,Toro Rosso,0 days 00:01:25.397101449,250.0,1.0,2.0,19.279411764705884,Toro Rosso,8.0,11.0,+1 Lap,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,-3.0
HUL,Renault,0 days 00:01:25.487275362,258.0,2.0,3.0,12.073529411764707,Renault,13.0,12.0,+1 Lap,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,1.0
LEC,,,,,,,Sauber,17.0,20.0,Suspension,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,-3.0
MAG,Haas F1 Team,0 days 00:01:24.657768115,254.0,1.0,2.0,17.735294117647058,Haas F1 Team,9.0,7.0,+1 Lap,6.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,1,2.0
OCO,Force India,0 days 00:01:25.612028985,254.0,1.0,2.0,17.735294117647058,Force India,18.0,13.0,+1 Lap,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,5.0
PER,Force India,0 days 00:01:25.752362318,256.0,1.0,2.0,19.985294117647058,Force India,19.0,14.0,+1 Lap,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,5.0
RAI,Ferrari,0 days 00:01:23.664685714,262.0,2.0,3.0,13.318840579710145,Ferrari,3.0,3.0,Finished,15.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,0,1,0.0
RIC,Red Bull Racing,0 days 00:01:24.040657142,259.0,1.0,2.0,18.797101449275363,Red Bull Racing,12.0,4.0,Finished,12.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,0,1,8.0
SAI,Renault,0 days 00:01:25.369913043,254.0,1.0,2.0,18.970588235294116,Renault,5.0,9.0,+1 Lap,2.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,1,-4.0
SIR,Williams,0 days 00:01:26.578132352,256.0,1.0,2.0,17.432835820895523,Williams,20.0,16.0,+2 Laps,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,4.0
STR,Williams,0 days 00:01:26.588558823,259.0,1.0,2.0,19.582089552238806,Williams,15.0,17.0,+2 Laps,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,-2.0
VAN,McLaren,0 days 00:01:25.590061224,254.0,1.0,2.0,17.1875,McLaren,16.0,18.0,Gearbox,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,-2.0
VER,Red Bull Racing,0 days 00:01:25.611800,247.0,0.0,1.0,2.5,Red Bull Racing,7.0,19.0,Power loss,0.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,1,0,-12.0
VET,Ferrari,0 days 00:01:23.622142857,261.0,1.0,2.0,17.92753623188406,Ferrari,4.0,2.0,Finished,18.0,33.75887850467289,51.08971962616822,33.00654205607477,0.0,1.1429906542056074,2018,Hungarian Grand Prix,0,1,2.0
ALO,,,,,,,McLaren,15.0,19.0,Accident,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,-4.0
BOT,Mercedes,0 days 00:01:51.230073170,226.0,2.0,2.0,14.25,Mercedes,19.0,4.0,Finished,12.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,15.0
ERI,Sauber,0 days 00:01:52.357075,223.0,2.0,2.0,12.666666666666666,Sauber,13.0,10.0,+1 Lap,1.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,1,3.0
GAS,Toro Rosso,0 days 00:01:52.068000,220.0,2.0,2.0,12.625,Toro Rosso,10.0,9.0,Finished,2.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,1.0
GRO,Haas F1 Team,0 days 00:01:51.514170731,220.0,2.0,2.0,15.425,Haas F1 Team,5.0,7.0,Finished,6.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,-2.0
HAM,Mercedes,0 days 00:01:49.613024390,225.0,2.0,2.0,13.7,Mercedes,1.0,2.0,Finished,18.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,-1.0
HAR,Toro Rosso,0 days 00:01:53.304475,221.0,2.0,2.0,14.461538461538462,Toro Rosso,11.0,14.0,+1 Lap,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,-3.0
HUL,,,,,,,Renault,20.0,20.0,Accident,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,0.0
LEC,,,,,,,Sauber,12.0,18.0,Accident,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,-6.0
MAG,Haas F1 Team,0 days 00:01:51.573731707,221.0,2.0,2.0,15.8,Haas F1 Team,9.0,8.0,Finished,4.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,1.0
OCO,Racing Point,0 days 00:01:51.304560975,222.0,2.0,2.0,14.0,Racing Point,3.0,6.0,Finished,8.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,-3.0
PER,Racing Point,0 days 00:01:51.090853658,224.0,2.0,2.0,14.2,Racing Point,4.0,5.0,Finished,10.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,-1.0
RAI,Ferrari,0 days 00:02:20.740400,220.0,2.0,1.0,4.0,Ferrari,6.0,17.0,Brakes,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,-11.0
RIC,Red Bull Racing,0 days 00:01:53.013444444,220.0,2.0,1.0,14.5,Red Bull Racing,8.0,16.0,Retired,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,-8.0
SAI,Renault,0 days 00:01:52.819850,222.0,2.0,2.0,12.153846153846153,Renault,14.0,11.0,+1 Lap,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,3.0
SIR,Williams,0 days 00:01:52.755375,223.0,2.0,2.0,12.307692307692308,Williams,16.0,12.0,+1 Lap,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,4.0
STR,Williams,0 days 00:01:52.831375,224.0,2.0,2.0,12.205128205128204,Williams,17.0,13.0,+1 Lap,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,4.0
VAN,McLaren,0 days 00:01:53.567725,221.0,2.0,2.0,12.0,McLaren,18.0,15.0,+1 Lap,0.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,1,0,3.0
VER,Red Bull Racing,0 days 00:01:50.159243902,222.0,2.0,2.0,14.45,Red Bull Racing,7.0,3.0,Finished,15.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,4.0
VET,Ferrari,0 days 00:01:49.313829268,223.0,2.0,2.0,13.3,Ferrari,2.0,1.0,Finished,25.0,17.327358490566038,27.89811320754717,37.700943396226414,0.0,2.039622641509434,2018,Belgian Grand Prix,0,1,1.0
ALO,McLaren,0 days 00:01:42.536555555,309.0,1.0,1.0,4.5,McLaren,13.0,18.0,Engine,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,-5.0
BOT,Mercedes,0 days 00:01:27.331132075,322.0,1.0,2.0,17.076923076923077,Mercedes,4.0,3.0,Finished,15.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,0,1,1.0
ERI,Sauber,0 days 00:01:29.310538461,313.0,2.0,2.0,17.96078431372549,Sauber,18.0,15.0,+1 Lap,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,3.0
GAS,Toro Rosso,0 days 00:01:29.250634615,314.0,1.0,2.0,16.294117647058822,Toro Rosso,9.0,14.0,+1 Lap,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,-5.0
GRO,Haas F1 Team,0 days 00:01:28.128377358,313.0,1.0,2.0,15.076923076923077,Haas F1 Team,6.0,20.0,Disqualified,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,-14.0
HAM,Mercedes,0 days 00:01:27.065735849,323.0,1.0,2.0,15.076923076923077,Mercedes,3.0,1.0,Finished,25.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,0,1,2.0
HAR,,,,,,,Toro Rosso,16.0,19.0,Brakes,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,-3.0
HUL,Renault,0 days 00:01:29.199288461,323.0,2.0,2.0,17.372549019607842,Renault,20.0,13.0,+1 Lap,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,7.0
LEC,Sauber,0 days 00:01:28.966307692,320.0,1.0,2.0,14.352941176470589,Sauber,15.0,11.0,+1 Lap,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,4.0
MAG,Haas F1 Team,0 days 00:01:30.348500,310.0,1.0,2.0,24.11764705882353,Haas F1 Team,11.0,16.0,+1 Lap,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,-5.0
OCO,Racing Point,0 days 00:01:28.155566037,316.0,1.0,2.0,17.96153846153846,Racing Point,8.0,6.0,Finished,8.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,0,1,2.0
PER,Racing Point,0 days 00:01:28.172867924,323.0,1.0,2.0,16.26923076923077,Racing Point,14.0,7.0,Finished,6.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,0,1,7.0
RAI,Ferrari,0 days 00:01:27.229981132,319.0,1.0,2.0,15.411764705882353,Ferrari,1.0,2.0,Finished,18.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,0,1,-1.0
RIC,Red Bull Racing,0 days 00:01:31.698695652,321.0,1.0,1.0,11.5,Red Bull Racing,19.0,17.0,Engine,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,2.0
SAI,Renault,0 days 00:01:28.540075471,323.0,1.0,2.0,18.46153846153846,Renault,7.0,8.0,Finished,4.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,0,1,-1.0
SIR,Williams,0 days 00:01:28.858769230,312.0,1.0,2.0,15.411764705882353,Williams,12.0,10.0,+1 Lap,1.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,1,2.0
STR,Williams,0 days 00:01:28.754326923,315.0,1.0,2.0,16.666666666666668,Williams,10.0,9.0,+1 Lap,2.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,1,1.0
VAN,McLaren,0 days 00:01:29.176826923,310.0,1.0,2.0,13.372549019607844,McLaren,17.0,12.0,+1 Lap,0.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,1,0,5.0
VER,Red Bull Racing,0 days 00:01:27.314943396,317.0,1.0,2.0,14.961538461538462,Red Bull Racing,5.0,5.0,Finished,10.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,0,1,0.0
VET,Ferrari,0 days 00:01:27.370471698,328.0,2.0,2.0,14.961538461538462,Ferrari,2.0,4.0,Finished,12.0,22.189898989898992,30.822222222222223,63.8070707070707,0.23232323232323232,2.1242424242424245,2018,Italian Grand Prix,0,1,-2.0
ALO,McLaren,0 days 00:01:48.386241379,256.0,1.0,2.0,17.07017543859649,McLaren,11.0,7.0,Finished,6.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,0,1,4.0
BOT,Mercedes,0 days 00:01:47.477500,257.0,1.0,2.0,20.789473684210527,Mercedes,4.0,4.0,Finished,12.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,0,1,0.0
ERI,Sauber,0 days 00:01:49.723719298,252.0,1.0,2.0,27.571428571428573,Sauber,14.0,11.0,+1 Lap,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,3.0
GAS,Toro Rosso,0 days 00:01:49.808929824,251.0,1.0,2.0,16.321428571428573,Toro Rosso,15.0,13.0,+1 Lap,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,2.0
GRO,Haas F1 Team,0 days 00:01:49.709105263,253.0,1.0,2.0,20.357142857142858,Haas F1 Team,8.0,15.0,+1 Lap,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,-7.0
HAM,Mercedes,0 days 00:01:46.560965517,258.0,1.0,2.0,21.087719298245613,Mercedes,1.0,1.0,Finished,25.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,0,1,0.0
HAR,Toro Rosso,0 days 00:01:50.610210526,248.0,2.0,3.0,11.392857142857142,Toro Rosso,17.0,17.0,+1 Lap,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,0.0
HUL,Renault,0 days 00:01:49.365000,254.0,1.0,2.0,20.839285714285715,Renault,10.0,10.0,+1 Lap,1.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,1,0.0
LEC,Sauber,0 days 00:01:49.218210526,253.0,1.0,2.0,16.964285714285715,Sauber,13.0,9.0,+1 Lap,2.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,1,4.0
MAG,Haas F1 Team,0 days 00:01:50.890875,251.0,3.0,3.0,11.818181818181818,Haas F1 Team,16.0,18.0,+2 Laps,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,-2.0
OCO,,,,,,,Racing Point,9.0,20.0,Collision,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,-11.0
PER,Racing Point,0 days 00:01:50.173807017,253.0,3.0,4.0,12.196428571428571,Racing Point,7.0,16.0,+1 Lap,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,-9.0
RAI,Ferrari,0 days 00:01:47.514948275,260.0,1.0,2.0,18.57894736842105,Ferrari,5.0,5.0,Finished,10.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,0,1,0.0
RIC,Red Bull Racing,0 days 00:01:47.530034482,255.0,1.0,2.0,17.70175438596491,Red Bull Racing,6.0,6.0,Finished,8.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,0,1,0.0
SAI,Renault,0 days 00:01:48.861105263,254.0,1.0,2.0,16.714285714285715,Renault,12.0,8.0,+1 Lap,4.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,1,4.0
SIR,Williams,0 days 00:01:52.556438596,254.0,1.0,2.0,27.517857142857142,Williams,19.0,19.0,+2 Laps,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,0.0
STR,Williams,0 days 00:01:50.677000,253.0,1.0,2.0,17.31578947368421,Williams,20.0,14.0,+1 Lap,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,6.0
VAN,McLaren,0 days 00:01:50.494431034,254.0,1.0,2.0,29.0,McLaren,18.0,12.0,+1 Lap,0.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,1,0,6.0
VER,Red Bull Racing,0 days 00:01:46.722017241,253.0,1.0,2.0,20.333333333333332,Red Bull Racing,2.0,2.0,Finished,18.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,0,1,0.0
VET,Ferrari,0 days 00:01:47.251155172,258.0,1.0,2.0,21.80701754385965,Ferrari,3.0,3.0,Finished,15.0,29.86541353383459,33.12406015037594,66.03609022556391,0.0,1.978947368421053,2018,Singapore Grand Prix,0,1,0.0
ALO,McLaren,0 days 00:01:42.381826923,166.0,1.0,2.0,22.313725490196077,McLaren,16.0,14.0,+1 Lap,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,2.0
BOT,Mercedes,0 days 00:01:39.013698113,169.0,1.0,2.0,18.54901960784314,Mercedes,1.0,2.0,Finished,18.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,0,1,-1.0
ERI,Sauber,0 days 00:01:42.009000,169.0,2.0,3.0,10.901960784313726,Sauber,10.0,13.0,+1 Lap,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,-3.0
GAS,Toro Rosso,0 days 00:01:55.279000,157.0,1.0,1.0,2.0,Toro Rosso,17.0,19.0,Brakes,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,-2.0
GRO,Haas F1 Team,0 days 00:01:41.586980769,166.0,1.0,2.0,20.372549019607842,Haas F1 Team,9.0,11.0,+1 Lap,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,-2.0
HAM,Mercedes,0 days 00:01:38.965679245,164.0,1.0,2.0,17.5,Mercedes,2.0,1.0,Finished,25.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,0,1,1.0
HAR,Toro Rosso,0 days 00:01:49.781666666,162.0,1.0,1.0,1.5,Toro Rosso,20.0,20.0,Brakes,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,0.0
HUL,Renault,0 days 00:01:41.668192307,164.0,1.0,2.0,14.666666666666666,Renault,12.0,12.0,+1 Lap,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,0.0
LEC,Sauber,0 days 00:01:40.822094339,166.0,1.0,2.0,19.576923076923077,Sauber,7.0,7.0,Finished,6.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,0,1,0.0
MAG,Haas F1 Team,0 days 00:01:41.130403846,165.0,1.0,2.0,19.725490196078432,Haas F1 Team,5.0,8.0,+1 Lap,4.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,1,-3.0
OCO,Racing Point,0 days 00:01:41.207480769,162.0,1.0,2.0,19.11764705882353,Racing Point,6.0,9.0,+1 Lap,2.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,1,-3.0
PER,Racing Point,0 days 00:01:41.286000,166.0,1.0,2.0,18.019607843137255,Racing Point,8.0,10.0,+1 Lap,1.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,1,-2.0
RAI,Ferrari,0 days 00:01:39.277811320,167.0,1.0,2.0,16.03846153846154,Ferrari,4.0,4.0,Finished,12.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,0,1,0.0
RIC,Red Bull Racing,0 days 00:01:40.483622641,171.0,1.0,2.0,16.26923076923077,Red Bull Racing,18.0,6.0,Finished,8.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,0,1,12.0
SAI,Renault,0 days 00:01:43.044470588,167.0,1.0,2.0,13.72,Renault,11.0,17.0,+2 Laps,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,-6.0
SIR,Williams,0 days 00:01:43.067196078,162.0,1.0,2.0,18.12,Williams,13.0,18.0,+2 Laps,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,-5.0
STR,Williams,0 days 00:01:42.399807692,165.0,1.0,2.0,20.705882352941178,Williams,14.0,15.0,+1 Lap,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,-1.0
VAN,McLaren,0 days 00:01:42.963745098,163.0,1.0,2.0,17.5,McLaren,15.0,16.0,+2 Laps,0.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,1,0,-1.0
VER,Red Bull Racing,0 days 00:01:39.550886792,174.0,1.0,2.0,18.423076923076923,Red Bull Racing,19.0,5.0,Finished,10.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,0,1,14.0
VET,Ferrari,0 days 00:01:39.106943396,169.0,1.0,2.0,17.96153846153846,Ferrari,3.0,3.0,Finished,15.0,24.778181818181817,29.945454545454545,61.30818181818182,0.01818181818181818,1.997272727272727,2018,Russian Grand Prix,0,1,0.0
ALO,McLaren,0 days 00:01:41.560346153,270.0,1.0,2.0,13.254901960784315,McLaren,18.0,14.0,+1 Lap,0.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,1,0,4.0
BOT,Mercedes,0 days 00:01:39.056245283,271.0,1.0,2.0,15.076923076923077,Mercedes,2.0,2.0,Finished,18.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,0,1,0.0
ERI,Sauber,0 days 00:01:40.522254901,266.0,1.0,2.0,22.74,Sauber,20.0,12.0,+1 Lap,0.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,1,0,8.0
GAS,Toro Rosso,0 days 00:01:41.133750,266.0,1.0,2.0,15.019607843137255,Toro Rosso,7.0,11.0,+1 Lap,0.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,1,0,-4.0
GRO,Haas F1 Team,0 days 00:01:40.457735849,266.0,1.0,2.0,15.192307692307692,Haas F1 Team,5.0,8.0,Finished,4.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,0,1,-3.0
HAM,Mercedes,0 days 00:01:38.812490566,269.0,1.0,2.0,14.784313725490197,Mercedes,1.0,1.0,Finished,25.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,0,1,0.0
HAR,Toro Rosso,0 days 00:01:41.553923076,268.0,1.0,2.0,14.882352941176471,Toro Rosso,6.0,13.0,+1 Lap,0.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,1,0,-7.0
HUL,Renault,0 days 00:01:43.394162162,263.0,2.0,2.0,12.86111111111111,Renault,16.0,19.0,Engine,0.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,1,0,-3.0
LEC,Sauber,0 days 00:01:41.657621621,266.0,2.0,3.0,14.416666666666666,Sauber,10.0,18.0,Mechanical,0.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,1,0,-8.0
MAG,Haas F1 Team,0 days 00:01:56.385333333,259.0,1.0,1.0,4.0,Haas F1 Team,12.0,20.0,Collision damage,0.0,28.26481481481482,37.17037037037037,50.51574074074074,0.0,1.7916666666666667,2018,Japanese Grand Prix,1,0,-8.0
